Track ID,Entry time,Exit Time,Movement Tracks
2,6,750,530,604,544,605,545,604,549,601,549,603,550,601,547,604,543,606,540,605,541,605,540,606,541,607,536,608,537,607,542,606,542,605,544,607,544,606,546,606,540,605,540,606,545,606,544,605,548,606,534,608,530,607,526,609,525,606,522,605,532,607,537,607,533,607,532,605,535,606,532,607,531,606,535,606,534,605,533,606,534,606,531,607,537,607,535,606,536,606,537,606,537,608,539,606,537,607,535,606,537,606,536,607,536,605,532,605,535,606,538,605,538,605,538,605,536,606,533,607,536,607,534,606,533,607,535,606,532,607,532,605,524,610,525,608,523,609,525,609,523,606,521,609,523,608,518,609,522,608,521,607,516,606,510,611,490,628,487,628,515,630,519,616,482,615,510,613,521,611,519,611,518,612,518,612,522,611,516,611,518,612,526,612,568,614,440,530,442,582,399,589,400,591,442,579,629,581
3,6,990,792,645,791,642,786,637,794,637,813,635,813,633,816,632,815,631,818,631,800,636,779,637,808,634,793,635,799,635,795,633,793,639,787,634,777,641,788,637,777,644,779,641,785,647,788,639,789,638,795,634,799,634,798,638,797,630,799,633,798,632,800,634,797,632,796,633,797,634,800,634,799,634,803,633,800,634,802,633,801,633,803,632,805,633,802,632,804,633,804,632,803,633,804,633,804,633,805,633,807,633,808,633,804,633,807,633,804,632,803,632,803,634,805,632,802,636,806,632,806,633,805,633,801,632,801,632,802,636,806,633,793,636,798,639,804,637,869,639,874,642,794,638,789,640,788,639,879,644,881,646,881,647,787,635,740,642,783,636,738,640,735,637,735,641,783,638,736,639,788,637,778,635,783,636,738,641,737,641,738,640,783,637,387,596,382,596,380,599,390,596,368,594,360,593,363,598,380,597,353,602,351,600,354,600,360,600,352,605,355,601,362,603,366,603,374,603,369,605,367,605,364,601,306,606,302,605,304,611,306,610,311,611,314,611,315,612,315,610,314,608,317,608,316,609,309,608,318,611,321,610
